label,type,author,keep_yn,title,journal,year,volume,pages,month,abstract,doi,issn,eissn,unique.id,number,article.number,orcid.numbers,researcherid.numbers,note,organization,editor,booktitle,series,isbn,book.author,book.group.author,xlink.href,xmlns.xlink,registered
X.ISI.000449887100012,article,"Ward, Delphi F. L. and Wotherspoon, Simon and Melbourne-Thomas, Jessica and Haapkylae, Jessica and Johnson, Craig R.",y,Detecting ecological regime shifts from transect data,ECOLOGICAL MONOGRAPHS,2018,88,694-715,NOV,"Timely detection of ecological regime shifts is a key problem for ecosystem managers, because changed ecosystem dynamics and function will usually necessitate a change in management strategies. However, currently available methods for detecting regime shifts depend on having multiple long time series data from both before and after the regime shift. This data requirement is prohibitive for many ecosystems. Here, we present a new approach for detecting regime shifts from one-dimensional spatial (transect) data from just a single time step either side of the transition. Characteristic length scale (CLS) estimation is a method of attractor reconstruction combined with nonlinear prediction that enables identification of the emergent scale at which deterministic behavior of the system is best observed. Importantly, previous studies show that a fundamental change in ecosystem dynamics, from one domain of attraction to another, is reflected in a change in the CLS, i.e., the approach enables distinguishing regime shifts from variability in dynamics around a single attractor. Until now the method required highly resolved two-dimensional spatial data, but here we adapted the approach so that the CLS can be estimated from one-dimensional transect data. We demonstrate its successful application to both model and real ecosystem data. In our model test cases, we detected change in the CLS in cases where the shape (topology) of the interaction network had changed, leading to a shift in community composition. In an examination of benthic transect data from four Indonesian coral reefs, changes in the CLS for two of the reefs indicate a regime shift. This new development in estimating CLSs makes it possible to detect regime shifts in systems where data are limited, removing ambiguity in the interpretation of community change.",10.1002/ecm.1312,0012-9615,1557-7015,ISI:000449887100012,4,NA,"Wotherspoon, Simon/0000-0002-6947-4445 Johnson, Craig/0000-0002-9511-905X Ward, Delphi/0000-0002-1802-2617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000264589000002,article,"Walter, Christof and Stuetzel, Hartmut",n,A new method for assessing the sustainability of land-use systems (II): Evaluating impact indicators,ECOLOGICAL ECONOMICS,2009,68,1288-1300,15-Mar,"In the past decade, numerous indicators and indicator sets for sustainable agriculture and sustainable land management have been proposed. In addition to their interest in comparing different management systems on an indicator by indicator basis, land managers are often interested in comparing individual indicators against a threshold, or, in order to study trade-offs, against each other. To this end it is necessary to (1) transform the original indicators into a comparable format, and (2) score these transformed indicators against a sustainability function. This paper introduces an evaluation method for land-use-related impact indicators, which was designed to accomplish these tasks. it is the second of a series of two papers, and as such it links into a larger framework for sustainability assessment of land use systems. The evaluation scheme introduced here comprises (1) a standardisation procedure, which aims at making different indicators comparable. In this procedure indicators are first normalised, by referencing them to the total impact they contribute towards, and then they are corrected by a factor describing the severity of this total impact in terms of exceeding a threshold. The procedure borrows conceptually from Life Cycle Assessment (LCA) Impact Analysis methodology; (2) a valuation procedure, which judges the individual standardised indicators with regard to sustainability. This methodology is then tested on an indicator set for the environmental impact of a spinach production system in Northwest Germany. The method highlights mineral resource consumption, greenhouse gas emission, eutrophication and impacts on soil quality as the most important environmental effects of the studied system. We then explore the effect of introducing weighting factors, reflecting the differing societal perception of diverse environmental issues. Two different sets of weighting factors are used. The influence of weighting is, however, small compared to that of the standardisation procedure introduced earlier. Finally, we explore the propagation of uncertainty (defined as a variable's 95\% confidence limits) throughout the standardisation procedure using a stochastic simulation approach. The uncertainty of the analysed standardised indicator was higher than that of the non-standardised indicators by a factor of 2.0 to 2.5. (C) 2008 Elsevier B.V. All rights reserved.",10.1016/j.ecolecon.2008.11.017,0921-8009,NA,ISI:000264589000002,5,NA,"Stutzel, Hartmut/0000-0002-0015-5550","Stutzel, Hartmut/A-6743-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000254412800006,article,"Von Biela, Vanessa R. and Testa, J. Ward and Gill, Verena A. and Burns, Jennifer M.",n,Evaluating cementum to determine past reproduction in northern sea otters,JOURNAL OF WILDLIFE MANAGEMENT,2008,72,618-624,APR,"Age at first reproduction (AFR) has been difficult to quantify in mammals, as the most commonly used methods require reproductive tracts or direct observations. However, work in several large mammal species suggests that the width of cementum light bands in teeth decline once females begin to reproduce, suggesting that teeth structures might provide a new tool to examine AFR. To determine if changes in cementum light band width could be used to calculate AFR for the northern sea otter (Enhydra lutris kenyoni), we measured cementum light band widths on sectioned premolar teeth and compared them to reproductive tracts. We classified otters as parous if any single light band was narrower than a threshold value, selected as the value that minimized error rates. At a threshold value of 0.32, we correctly identified otters as parous, or nulliparous in 83\% of cases (n = 92) as compared to reproductive tracts, and the AFR estimated from teeth samples (3.52 +/- 0.032 yr) was not different from that determined by reproductive tract analysis (3.45 +/- 0.031 yr; t-test, P > 0.05). These data support the use of cementum as an indicator of past reproduction in individual female otters, which can then be used to estimate average AFR. Given that declines in cementum width have been described for other mammal species, the same quantitative approach used here could be applied to other species.",10.2193/2007-218,0022-541X,1937-2817,ISI:000254412800006,3,NA,"von Biela, Vanessa/0000-0002-7139-5981 Burns, Jennifer/0000-0001-9652-2943","Burns, Jennifer/C-4159-2013 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000259788100022,article,"Verhoeven, Jos T. A. and Soons, Merel B. and Janssen, Ron and Omtzigt, Nancy",n,An Operational Landscape Unit approach for identifying key landscape connections in wetland restoration,JOURNAL OF APPLIED ECOLOGY,2008,45,1496-1503,OCT,"1. Nature conservation and restoration traditionally focus on protecting individual sites. In parts of the world where the natural landscape has been severely altered for agricultural or urban use, individual patches are too small and isolated to ensure effective nature protection. Spatial processes, such as metapopulation dynamics, are disrupted and natural linkages in the landscape, such as water flows, are severed by modifications in the landscape and hydrology. 2. We propose the identification of Operational Landscape Units (OLUs), which are defined as combinations of landscape patches with their hydrogeological and biotic connections, as a tool to facilitate wetland restoration in catchments with a high degree of fragmentation and strongly altered hydrology. The combined consideration of biotic (i.e. dispersal, transports of organisms) and hydrological connections (flooding events, groundwater flowpaths) is a new approach. 3. We developed criteria for the delineation of OLUs in regional wetland restoration initiatives. The key elements for delineation are definition of the restoration objectives, identification of spatial landscape mechanisms and information on historic and present land uses and hydrologic management. 4. As a case study, we delineated an OLU by applying these criteria in a restoration initiative for a large agricultural area that used to be a floodplain until the early 1950s in N.E. Twente, The Netherlands. The OLU encompassed not only the floodplain area to be restored but also a relatively remote nature reserve upstream as well as the stream connecting both areas. By restoring the historic water regime, flooding events would become a regular feature in the two areas and organisms including seeds would flow from the nature reserve to the restored floodplain. 5. Synthesis and applications. Discussions of the proposed Operational Landscape Units with stakeholders (water authorities, nature conservation agencies, farmers) resulted in shared insights which will lead to modifications of the original management plan for the area. We believe the OLU approach will make natural resource managers aware of the importance of spatial processes and connectivity in landscapes and.. if properly applied, will lead to more natural and more successful restoration projects.",10.1111/j.1365-2664.2008.01534.x,0021-8901,NA,ISI:000259788100022,5,NA,"Janssen, Ron/0000-0001-6257-3507 Soons, Merel/0000-0002-6130-6359","Janssen, Ron/L-1346-2013 Soons, Merel/C-6216-2009 Verhoeven, Jos/B-9514-2011 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000409135300002,article,"Ushakov, M. V. and Nedosekina, T. V.",n,Method for the evaluation of thermal requirements for development based on phenological observations,RUSSIAN JOURNAL OF ECOLOGY,2017,48,409-416,SEP,A new method for the evaluation of threshold temperature of development involving phenological observations and based on hyperbolic imaging of dependence between the day of development and temperature values close to the threshold was proposed. The rare species Clematis integrifolia was used as an example to evaluate thermal requirements for six stages of its development. The method proposed in this study was also compared with some common methods for the estimation of threshold temperature basing on phenological data.,10.1134/S1067413617050137,1067-4136,1608-3334,ISI:000409135300002,5,NA,"Ushakov, Michail/0000-0001-6615-7041","Ushakov, Michail/O-9751-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.A1996VK11500021,article,"Uchmanski, J and Grimm, V",n,Individual-based modelling in ecology: What makes the difference?,TRENDS IN ECOLOGY \& EVOLUTION,1996,11,437-441,OCT,"Is individual-based modelling really a new approach in ecology? A large part of the uncertainty surrounding this question is a consequence of imprecisely delimited boundaries between classical and individual-based modelling. Genuine `individual-based' models describe a population made up of individuals that may differ from one another; they also describe changes in numbers of individuals rather than in the population density, and take resource dynamics explicitly into account. Individual-based models that fulfil these criteria will not characterize ecological systems as `stable' systems in their ideal form, with equilibrium states represented by points in the phase space.",10.1016/0169-5347(96)20091-6,0169-5347,NA,ISI:A1996VK11500021,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000258711600027,article,"Thebault, Julien and Schraga, Tara S. and Cloern, James E. and Dunlavey, Eric G.",n,Primary production and carrying capacity of former salt ponds after reconnection to San Francisco Bay,WETLANDS,2008,28,841-851,SEP,"Over 6.110 ha of the commercial production salt ponds surrounding South San Francisco Bay, CA, have been decommissioned and reconnected to the bay, most as part of the largest wetlands restoration program in the western United States. These open water ponds are critical habitat for millions of birds annually and restoration program managers must determine the appropriate balance between retention of ponds versus re-conversion to tidal salt marsh, knowing that both are essential ecosystems for endangered bird species. Our study describes the ecological value of the new open water pond ecosystems as feeding habitats for birds. We used the oxygen rate of change method to determine ecosystem metabolic parameters from high resolution time-series of dissolved oxygen concentration. Areal gross primary production (8.17 g O-2 m(-2) d(-1)) was roughly double the world's most productive estuaries. High rates of phytoplankton photosynthesis were balanced by equally high rates of community respiration (8.25 g O-2 m(-2) d(-1)). Metabolic equilibrium was delicately poised; sharp irradiance and temperature shifts triggered short term photosynthesis reduction resulting in oxygen depletion. We converted net primary production (NPP) into potential carrying capacity of the forage biota that support targeted pond waterbirds. NPP was processed through both a pelagic food web, resulting in forage biota for piscivorous birds and a benthic food web, resulting in forage biota for shorebirds and diving benthivores. Both food webs included efficient algal-based and inefficient detrital trophic pathways. The result of all primary production being routed through simple food webs was high potential forage production and energy supply to waterbirds, equivalent to 11-163 million planktivorous fish or 19-78 billion small estuarine clams within the 330-ha pond between May and October. food quantity does not necessarily equal quality and these systems have the potential to produce toxic or inedible algae. Our study provides the first measurement of primary production in the open water ponds of San Francisco Bay and presents a novel approach for transforming primary production into forage production as a metric of an ecosystem's energetic carrying capacity.",10.1672/07-190.1,0277-5212,NA,ISI:000258711600027,3,NA,"Thebault, Julien/0000-0002-3111-4428 Cloern, James/0000-0002-5880-6862","Cloern, James/C-1499-2011 Thebault, Julien/F-6198-2011 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000261955100012,article,"Tennie, Claudio and Gilby, Ian C. and Mundry, Roger",n,The meat-scrap hypothesis: small quantities of meat may promote cooperative hunting in wild chimpanzees (Pan troglodytes),BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2009,63,421-431,JAN,"A common explanation for hunting in groups is that doing so yields a greater per capita caloric benefit than hunting solitarily. This is logical for social carnivores, which rely exclusively on meat for energy, but arguably not for omnivores, which obtain calories from either plant or animal matter. The common chimpanzee, Pan troglodytes, is one of the few true omnivores that regularly hunts in groups. Studies to date have yielded conflicting data regarding the payoffs of group hunting in chimpanzees. Here, we interpret chimpanzee hunting patterns using a new approach. In contrast to the classical assumption that hunting with others maximizes per capita caloric intake, we propose that group hunting is favored because it maximizes an individual's likelihood of obtaining important micronutrients that may be found in small quantities of meat. We describe a mathematical model demonstrating that group hunting may evolve when individuals can obtain micronutrients more frequently by hunting in groups than by hunting solitarily, provided that group size is below a certain threshold. Twenty five years of data from Gombe National Park, Tanzania are consistent with this prediction. We propose that our `meat-scrap' hypothesis is a unifying approach that may explain group hunting by chimpanzees and other social omnivores.",10.1007/s00265-008-0676-3,0340-5443,NA,ISI:000261955100012,3,NA,"Tennie, Claudio/0000-0002-5302-4925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000428335900001,article,"Stovall, William R. and Taylor, Helen R. and Black, Michael and Grosser, Stefanie and Rutherford, Kim and Gemmell, Neil J.",n,Genetic sex assignment in wild populations using genotyping-by-sequencing data: A statistical threshold approach,MOLECULAR ECOLOGY RESOURCES,2018,18,179-190,MAR,"Establishing the sex of individuals in wild systems can be challenging and often requires genetic testing. Genotyping-by-sequencing (GBS) and other reduced-representation DNA sequencing (RRS) protocols (e.g., RADseq, ddRAD) have enabled the analysis of genetic data on an unprecedented scale. Here, we present a novel approach for the discovery and statistical validation of sex-specific loci in GBS data sets. We used GBS to genotype 166 New Zealand fur seals (NZFS, Arctocephalus forsteri) of known sex. We retained monomorphic loci as potential sex-specific markers in the locus discovery phase. We then used (i) a sex-specific locus threshold (SSLT) to identify significantly male-specific loci within our data set; and (ii) a significant sex-assignment threshold (SSAT) to confidently assign sex in silico the presence or absence of significantly male-specific loci to individuals in our data set treated as unknowns (98.9\% accuracy for females; 95.8\% for males, estimated via cross-validation). Furthermore, we assigned sex to 86 individuals of true unknown sex using our SSAT and assessed the effect of SSLT adjustments on these assignments. From 90 verified sex-specific loci, we developed a panel of three sex-specific PCR primers that we used to ascertain sex independently of our GBS data, which we show amplify reliably in at least two other pinniped species. Using monomorphic loci normally discarded from large SNP data sets is an effective way to identify robust sex-linked markers for nonmodel species. Our novel pipeline can be used to identify and statistically validate monomorphic and polymorphic sex-specific markers across a range of species and RRS data sets.",10.1111/1755-0998.12767,1755-098X,1755-0998,ISI:000428335900001,2,NA,"Rutherford, Kim/0000-0001-6277-726X Black, Michael/0000-0003-1174-6054","Rutherford, Kim/Y-7995-2018 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000383517000007,article,"Saunders, Sarah P. and Ries, Leslie and Oberhauser, Karen S. and Zipkin, Elise F.",n,Evaluating confidence in climate-based predictions of population change in a migratory species,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2016,25,1000-1012,AUG,"Aim Forecasting ecological responses to climate change is a common objective, but there are few methods for evaluating confidence in such predictions. For migratory species, in particular, it is also essential to consider the extent of spatial synchrony among separate breeding populations in range-wide predictions. We develop a quantitative method to evaluate the accuracy of climate-based ecological predictions and use this approach to assess the extent of spatio-temporal synchrony among distinct regions within the breeding range of a single migratory population. Location We model weekly site-specific summer abundances (1996-2011) of monarch butterflies (Danaus plexippus) in the Midwestern USA as a function of climate conditions experienced during a shared spring migration/ breeding phase in Texas and separate summer recruitment periods in Ohio and Illinois. Methods Using negative binomial regression models, we evaluate spatio-temporal synchrony between monarchs in the two states and develop a novel quantitative assessment approach to determine the temporal predictive strength of our model with Bayesian P-values. Results Monarchs breeding in the Midwest exhibit spatio-temporal synchrony in Ohio and Illinois; cooler spring temperatures, average to above average precipitation in Texas and cooler than average summer temperatures are associated with higher population abundances in both states. At least 10 years of data are needed for adequate model predictability of average future counts. Because annual spring weather conditions in Texas primarily drive yearly abundances, as opposed to localized summer effects, year-specific counts are often difficult to predict reliably, specifically when predictive spring conditions are outside the range of typical regional conditions. Main conclusions Our assessment method can be used in similar analyses to more confidently interpret ecological responses to climate change. Our results demonstrate the relative importance of climatic drivers in predicting abundances of a migratory species and the difficulties in producing reliable predictions of animal populations in the face of climate change.",10.1111/geb.12461,1466-822X,1466-8238,ISI:000383517000007,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000290030702048,inproceedings,"Samarasinghe, S.",n,Optimum Structure of Feed Forward Neural Networks by SOM Clustering of Neuron Activations,NA,2007,NA,2278-2284,NA,"Neural Networks have the capability to approximate nonlinear functions to a high degree of accuracy owing to its nonlinear processing in the hidden layer neurons. However, the optimum network structure that is required for solving a particular problem is still an active area of research. In the past, several network pruning methods based on weight magnitude or sensitivity have been proposed and some example are magnitude based pruning (MBP) (Hagiwara, 1993); optimal brain damage (OBD) and its variants (Cun et al., 1990); and variance nullity (Engelbrecht, 2001). For example, in MBP, weights that are small are removed. How small is `small' is a subjective decision. In OBD, weights that are not important for input-output mapping are found and removed. This is based on a saliency measure, si of a weight, as given in Eq. 1, that is an indication of the cost of setting it to zero. The larger the si, the greater the influence of w(i) on error. It is computed from the Hessian (H) which is the matrix containing the second derivative of error with respect to a pair of weights in the network. s(i) = H-ii w(i)(2) / 2 (1) Saliency threshold however, is a subjective decision. Variance nullity measure proposes a variance analysis of the sensitivity of the output of the network to perturbation of weights. It is based on a hypothesis test using chi(2) (chi square) distribution to test statistically if a weight should be pruned. Here, null variance threshold must be defined. Teoh et al. (2006) proposes singular value decomposition (SVD) of hidden neuron activation to determine correlated neuron activations in order to select the required number of hidden neurons; however, the method requires heuristic judgment in setting up of a threshold parameter in the criteria for determining the optimum number of neurons. Xian et al. (2005) proposes an approach that utilizes the knowledge of the shape of the target function to determine the optimum number of neurons. This approach is efficient for 2- or 3-dimensional data where the shape of the target function can be ascertained relatively easily. However, the method cannot be applied to high-dimensional data as the target function cannot be visualized for such data. Another approach for optimising network structure is genetic and evolutionary algorithms (Castillo et al., 2000; Yao, 1999) that involve extensive and time consuming search, and in comparison to other network optimisation methods, these provide the least insight into the operation of a network. In this paper, a new method based on the correlation of the weighted activation of the hidden neurons combined with the Self Organisation Feature Maps is presented for obtaining the optimum network structure efficiently. In an extensive search for internal consistency of hidden neuron activation patterns in a network, it was found that the weighted hidden neuron activations feeding the output neuron(s) displayed remarkably consistent patterns. Specifically, redundant hidden neurons exhibit weighted activation patterns that are highly correlated. Therefore, the paper proposes identifying hidden neurons with weighted activation patterns that are highly correlated and using one neuron to represent a group of correlated neurons. The paper proposes to automate this process in two steps: 1) Map the correlated weighted hidden neuron activation patterns onto a self organising map; and 2) Form clusters of SOM neurons themselves to find the maximum likely number of clusters of correlated activity patterns. The likely number of clusters on the map indicates the required number of hidden neurons to model the data. The paper highlights the approach using an example and demonstrates its application to solving two problems including a realistic problem of predicting river flows in a catchment in New Zealand.",NA,NA,NA,ISI:000290030702048,NA,NA,"Kulasiri, Don/0000-0001-8744-1578 samarasinghe, sandhya/0000-0003-2943-4331","Kulasiri, Don/C-8789-2018 samarasinghe, sandhya/O-9809-2018","International Congress on Modelling and Simulation (MODSIM07), Christchurch, NEW ZEALAND, DEC 10-13, 2007",Lincoln Univ; HEMA Consulting Pty Ltd; Modelling and Simulat Soc Australia \& New Zealand (MSSANZ); Univ Canterbury; SGI; Lincoln Ventures Ltd; Hoare Res Software Ltd; IMACS; IEMSS; Environm Modelling \& Software; IBM,"Oxley, L and Kulasiri, D","MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: LAND, WATER AND ENVIRONMENTAL MANAGEMENT: INTEGRATED SYSTEMS FOR SUSTAINABILITY",NA,978-0-9758400-4-7,NA,NA,NA,NA,NA
