label,type,author,title,journal,year,volume,number,month,keep_yn,abstract,doi,article.number,issn,eissn,unique.id,pages,orcid.numbers,researcherid.numbers,note,editor,booktitle,series,organization,isbn,book.author
X.ISI.000256635800027,article,"Kuss, Patrick and Rees, Mark and Aegisdottir, Hafdis Hanna and Ellner, Stephen P. and Stocklin, Jurg",Evolutionary demography of long-lived monocarpic perennials: a time-lagged integral projection model,JOURNAL OF ECOLOGY,2008,96,4,JUL,n,"1. The evolution of flowering strategies (when and at what size to flower) in monocarpic perennials is determined by balancing current reproduction with expected future reproduction, and these are largely determined by size-specific patterns of growth and survival. However, because of the difficulty in following long-lived individuals throughout their lives, this theory has largely been tested using short-lived species (< 5 years). 2. Here, we tested this theory using the long-lived monocarpic perennial Campanula thyrsoides which can live up to 16 years. We used a novel approach that combined permanent plot and herb chronology data from a 3-year field study to parameterize and validate integral projection models (IPMs). 3. Similar to other monocarpic species, the rosette leaves of C. thyrsoides wither over winter and so size cannot be measured in the year of flowering. We therefore extended the existing IPM framework to incorporate an additional time delay that arises because flowering demography must be predicted from rosette size in the year before flowering. 4. We found that all main demographic functions (growth, survival probability, flowering probability and fecundity) were strongly size-dependent and there was a pronounced threshold size of flowering. There was good agreement between the predicted distribution of flowering ages obtained from the IPMs and that estimated in the field. Mostly, there was good agreement between the IPM predictions and the direct quantitative field measurements regarding the demographic parameters lambda, R-0 and T. We therefore conclude that the model captures the main demographic features of the field populations. 5. Elasticity analysis indicated that changes in the survival and growth function had the largest effect (c. 80\%) on lambda and this was considerably larger than in short-lived monocarps. We found only weak selection pressure operating on the observed flowering strategy which was close to the predicted evolutionary stable strategy. 6. Synthesis. The extended IPM accurately described the demography of a long-lived monocarpic perennial using data collected over a relatively short period. We could show that the evolution of flowering strategies in short- and long-lived monocarps seem to follow the same general rules but with a longevity-related emphasis on survival over fecundity.",10.1111/j.1365-2745.2008.01374.x,NA,0022-0477,1365-2745,ISI:000256635800027,821-832,NA,"Stocklin, Jurg/F-5029-2012",NA,NA,NA,NA,NA,NA,NA
X.ISI.000251822000003,article,"Jobin, Benoit and Labrecque, Sandra and Grenier, Marcelle and Falardeau, Gilles",Object-based classification as an alternative approach to the traditional pixel-based classification to identify potential habitat of the Grasshopper Sparrow,ENVIRONMENTAL MANAGEMENT,2008,41,1,JAN,n,"The traditional method of identifying wildlife habitat distribution over large regions consists of pixel-based classification of satellite images into a suite of habitat classes used to select suitable habitat patches. Object-based classification is a new method that can achieve the same objective based on the segmentation of spectral bands of the image creating homogeneous polygons with regard to spatial or spectral characteristics. The segmentation algorithm does not solely rely on the single pixel value, but also on shape, texture, and pixel spatial continuity. The object-based classification is a knowledge base process where an interpretation key is developed using ground control points and objects are assigned to specific classes according to threshold values of determined spectral and/or spatial attributes. We developed a model using the eCognition software to identify suitable habitats for the Grasshopper Sparrow, a rare and declining species found in southwestern Quebec. The model was developed in a region with known breeding sites and applied on other images covering adjacent regions where potential breeding habitats may be present. We were successful in locating potential habitats in areas where dairy farming prevailed but failed in an adjacent region covered by a distinct Landsat scene and dominated by annual crops. We discuss the added value of this method, such as the possibility to use the contextual information associated to objects and the ability to eliminate unsuitable areas in the segmentation and land cover classification processes, as well as technical and logistical constraints. A series of recommendations on the use of this method and on conservation issues of Grasshopper Sparrow habitat is also provided.",10.1007/s00267-007-9031-0,NA,0364-152X,1432-1009,ISI:000251822000003,20-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000255407500009,article,"Weaver, Christina M. and Wearne, Susan L.",Neuronal firing sensitivity to morphologic and active membrane parameters,PLOS COMPUTATIONAL BIOLOGY,2008,4,1,JAN,n,"Both the excitability of a neuron's membrane, driven by active ion channels, and dendritic morphology contribute to neuronal firing dynamics, but the relative importance and interactions between these features remain poorly understood. Recent modeling studies have shown that different combinations of active conductances can evoke similar firing patterns, but have neglected how morphology might contribute to homeostasis. Parameterizing the morphology of a cylindrical dendrite, we introduce a novel application of mathematical sensitivity analysis that quantifies how dendritic length, diameter, and surface area influence neuronal firing, and compares these effects directly against those of active parameters. The method was applied to a model of neurons from goldfish Area II. These neurons exhibit, and likely contribute to, persistent activity in eye velocity storage, a simple model of working memory. We introduce sensitivity landscapes, defined by local sensitivity analyses of firing rate and gain to each parameter, performed globally across the parameter space. Principal directions over which sensitivity to all parameters varied most revealed intrinsic currents that most controlled model output. We found domains where different groups of parameters had the highest sensitivities, suggesting that interactions within each group shaped firing behaviors within each specific domain. Application of our method, and its characterization of which models were sensitive to general morphologic features, will lead to advances in understanding how realistic morphology participates in functional homeostasis. Significantly, we can predict which active conductances, and how many of them, will compensate for a given age- or development-related structural change, or will offset a morphologic perturbation resulting from trauma or neurodegenerative disorder, to restore normal function. Our method can be adapted to analyze any computational model. Thus, sensitivity landscapes, and the quantitative predictions they provide, can give new insight into mechanisms of homeostasis in any biological system.",10.1371/journal.pcbi.0040011,e11,1553-7358,NA,ISI:000255407500009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000249940600010,article,"Mahecha, Miguel D. and Martinez, Alfredo and Lischeid, Gunnar and Beck, Erwin",Nonlinear dimensionality reduction: Alternative ordination approaches for extracting and visualizing biodiversity patterns in tropical montane forest vegetation data,ECOLOGICAL INFORMATICS,2007,2,2,1-Jun,n,"Ecological patterns are difficult to extract directly from vegetation data. The respective surveys provide a high number of interrelated species occurrence variables. Since often only a limited number of ecological gradients determine species distributions, the data might be represented by much fewer but effectively independent variables. This can be achieved by reducing the dimensionality of the data. Conventional methods are either limited to linear feature extraction (e.g., principal component analysis, and Classical Multidimensional Scaling, CMDS) or require a priori assumptions on the intrinsic data dimensionality (e.g., Nonmetric Multidimensional Scaling, NMDS, and self organized maps, SOM). In this study we explored the potential of Isometric Feature Mapping (Isomap). This new method of dimensionality reduction is a nonlinear generalization of CMDS. Isomap is based on a nonlinear geodesic inter-point distance matrix. Estimating geodesic distances requires one free threshold parameter, which defines linear geometry to be preserved in the global nonlinear distance structure. We compared Isomap to its linear (CMDS) and nonmetric NMDS) equivalents. Furthermore, the use of geodesic distances allowed also extending NMDS to a version that we called NMDS-G. In addition we investigated a supervised Isomap valiant (S-Isomap) and showed that all these techniques are interpretable within a single methodical framework. As an example we investigated seven plots (subdivided in 456 subplots) in different secondary tropical montane forests with 773 species of vascular plants. A key problem for the study of tropical vegetation data is the heterogeneous small scale variability implying large ranges of beta-diversity. The CMDS and NMDS methods did not reduce the data dimensionality reasonably. On the contrary, Isomap, explained 95\% of the data variance in the first five dimensions and provided ecologically interpretable visualizations; NMDS-G yielded similar results. The main shortcoming of the latter was the high computational cost and the requirement to predefine the dimension of the embedding space. The S-Isomap learning scheme did not improve the Isomap variant for an optimal threshold parameter but substantially improved the nonoptimal solutions. We conclude that Isomap as a new ordination method allows effective representations of high dimensional vegetation data sets. The method is promising since it does not require a priori assumptions, and is computationally highly effective.",10.1016/j.ecoinf.2007.05.002,NA,1574-9541,1878-0512,ISI:000249940600010,138-149,"Mahecha, Miguel/0000-0003-3031-613X Lischeid, Gunnar/0000-0003-3700-6062","Mahecha, Miguel/F-2443-2010 Lischeid, Gunnar/F-9383-2016",NA,NA,NA,NA,NA,NA,NA
X.ISI.000248241500008,article,"Meng, Xinzhu and Song, Zhitao and Chen, Lansun",A new mathematical model for optimal control strategies of integrated pest management,JOURNAL OF BIOLOGICAL SYSTEMS,2007,15,2,JUN,n,"A state-dependent impulsive SI epidemic model for integrated pest management (IPM) is proposed and investigated. We shall examine an optimal impulsive control problem in the management of an epidemic to control a pest population. We introduce a small amount of pathogen into a pest population with the expectation that it will generate an epidemic and that it will subsequently be endemic such that the number of pests is no larger than the given economic threshold (ET), so that the pests cannot cause economic damage. This is the biological control strategy given in the present paper. The combination strategy of pulse capturing (susceptible individuals) and pulse releasing (infective individuals) is implemented in the model if the number of pests (susceptible) reaches the ET. Firstly, the impulsive control problem is to drive the pest population below a given pest level and to do so in a manner which minimizes a weighted sum of the cost of using the control. Hence, for a one time impulsive effect we obtain the optimal strategy in terms of total cost such that the number of pests is no larger than the given ET. Secondly, we show the existence of periodic solution with the number of pests no larger than ET, and by using the Analogue of the Poincare Criterion we prove that it is asymptotically stable under a planned impulsive control strategy. Further, the period T of the periodic solution is calculated, which can be used to estimate how long the pest population will take to return back to its pre-control level. The main feature of the present paper is to apply an SI infectious disease model to IPM, and some pests control strategies are given.",10.1142/S0218339007002143,NA,0218-3390,1793-6470,ISI:000248241500008,219-234,"Meng, Xinzhu/0000-0002-6553-9686",NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000244894400004,article,"Farias, Ariel A. and Jaksic, Fabian M.",Assessing the relative contribution of functional divergence and guild aggregation to overall functional structure of species assemblages,ECOLOGICAL INFORMATICS,2006,1,4,DEC,n,"The study of functional structure in species assemblages emphasizes the detection of significant guild aggregation patterns. Thus, protocols based on intensive resampling of empirical data have been proposed to assess guild structure. Such protocols obtain the frequency distribution of a given functional similarity metric, and identify a threshold value (often the 95th percentile) beyond which clusters in a functional dendrogram are considered as significant guilds (using one-tailed tests). An alternative approach sequentially searches for significant differences between clusters at decreasing levels of similarity in a dendrogram until one is detected, then assumes that all subsequent nodes should also be significant. Nevertheless, these protocols do not test both the significance and sign of deviations from random at all levels of functional similarity within a dendrogram. Here, we propose a new bootstrapping approach that: (1) overcomes such pitfalls by performing two-tailed tests for each node in a dendrogram of functional similarity after separately determining their respective sample distributions, and (2) enables the quantification of the relative contribution of guild aggregation and functional divergence to the overall functional structure of the entire assemblage. We exemplify this approach by using long-term data on guild dynamics in a vertebrate predator assemblage of central Chile. Finally, we illustrate how the interpretation of functional structure is improved by applying this new approach to the data set available. (c) 2006 Elsevier B.V. All rights reserved.",10.1016/j.ecoinf.2006.09.003,NA,1574-9541,NA,ISI:000244894400004,367-375,"Farias, Ariel/0000-0001-7510-2253","jaksic, Fabian/G-1705-2014 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000243482000005,article,"de Ridder, Jeroen and Uren, Anthony and Kool, Jaap and Reinders, Marcel and Wessels, Lodewyk",Detecting statistically significant common insertion sites in retroviral insertional mutagenesis screens,PLOS COMPUTATIONAL BIOLOGY,2006,2,12,DEC,n,"Retroviral insertional mutagenesis screens, which identify genes involved in tumor development in mice, have yielded a substantial number of retroviral integration sites, and this number is expected to grow substantially due to the introduction of high-throughput screening techniques. The data of various retroviral insertional mutagenesis screens are compiled in the publicly available Retroviral Tagged Cancer Gene Database (RTCGD). Integrally analyzing these screens for the presence of common insertion sites (CISs, i.e., regions in the genome that have been hit by viral insertions in multiple independent tumors significantly more than expected by chance) requires an approach that corrects for the increased probability of finding false CISs as the amount of available data increases. Moreover, significance estimates of CISs should be established taking into account both the noise, arising from the random nature of the insertion process, as well as the bias, stemming from preferential insertion sites present in the genome and the data retrieval methodology. We introduce a framework, the kernel convolution (KC) framework, to find CISs in a noisy and biased environment using a predefined significance level while controlling the family-wise error (FWE) (the probability of detecting false CISs). Where previous methods use one, two, or three predetermined fixed scales, our method is capable of operating at any biologically relevant scale. This creates the possibility to analyze the CISs in a scale space by varying the width of the CISs, providing new insights in the behavior of CISs across multiple scales. Our method also features the possibility of including models for background bias. Using simulated data, we evaluate the KC framework using three kernel functions, the Gaussian, triangular, and rectangular kernel function. We applied the Gaussian KC to the data from the combined set of screens in the RTCGD and found that 53\% of the CISs do not reach the significance threshold in this combined setting. Still, with the FWE under control, application of our method resulted in the discovery of eight novel CISs, which each have a probability less than 5\% of being false detections.",10.1371/journal.pcbi.0020166,e166,1553-734X,NA,ISI:000243482000005,1530-1542,"de Ridder, Jeroen/0000-0002-0828-3477",NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000236943100015,article,"Triantis, KA and Vardinoyannis, K and Tsolaki, EP and Botsaris, I and Lika, K and Mylonas, M",Re-approaching the small island effect,JOURNAL OF BIOGEOGRAPHY,2006,33,5,MAY,n,"Aim To propose a new approach to the small island effect (SIE) and a simple mathematical procedure for the estimation of its upper limit. The main feature of the SIE is that below an upper size threshold an increase of species number with increase of area in small islands is not observed. Location Species richness patterns from different taxa and insular systems are analysed. Methods Sixteen different data sets from 12 studies are analysed. Path analysis was used for the estimation of the upper limit of the SIE. We studied each data set in order to detect whether there was a certain island size under which the direct effects of area were eliminated. This detection was carried out through the sequential exclusion of islands from the largest to the smallest. For the cases where an SIE was detected, a log-log plot of species number against area is presented. The relationships between habitat diversity, species number and area are studied within the limits of the SIE. In previous studies only area was used for the detection of the SIE, whereas we also encompass habitat diversity, a parameter with well documented influence on species richness, especially at small scales. Results An SIE was detected in six out of the 16 studied cases. The upper limit of the SIE varies, depending on the characteristics of the taxon and the archipelago under study. In general, the values of the upper limit of the SIE calculated according to the approach undertaken in our study differ from the values calculated in previous studies. Main conclusions Although the classical species-area models have been used to estimate the upper limit of the SIE, we propose that the detection of this phenomenon should be undertaken independently from the species-area relationship, so that the net effects of area are calculated excluding the surrogate action of area on other variables, such as environmental heterogeneity. The SIE appears when and where area ceases to influence species richness directly. There are two distinct SIE patterns: (1) the classical SIE where both the direct and indirect effects of area are eliminated and (2) the cryptic SIE where area affects species richness indirectly. Our approach offers the opportunity of studying the different factors influencing biodiversity on small scales more accurately. The SIE cannot be considered a general pattern with fixed behaviour that can be described by the same model for different island groups and taxa. The SIE should be recognized as a genuine but idiosyncratic phenomenon.",10.1111/j.1365-2699.2006.01464.x,NA,0305-0270,1365-2699,ISI:000236943100015,914-923,NA,"Triantis, Kostas/A-1018-2009 Mylonas, Moisis/E-8825-2011",NA,NA,NA,NA,NA,NA,NA
X.ISI.000234197200005,article,"Diaz, J and Garcia-Herrera, R and Trigo, RM and Linares, C and Valente, MA and de Miguel, J and Hernandez, E",The impact of the summer 2003 heat wave in Iberia: how should we measure it?,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,2006,50,3,JAN,n,"We present a new approach to improve the reliability of quantifying the impact of a heat wave on mortality rates. We show, for the recent European summer 2003 heat wave, that the use of absolute maximum temperature values, or number of days above a given threshold, can be misleading. Here, we have assessed the impact of the heat wave on Iberian mortality by applying a four step procedure: (1) calculating, for each observatory, the local maximum temperature (T (max)) distributions, (2) calculating the corresponding 95th percentile values (T (threshold)), (3) locally defining extremely hot days (EHD) as those days on which the local threshold of the 95th percentile of the series is exceeded, and (4) calculating the total degrees-days (DD) of exceedance, by calculating the difference T (max)-T (threshold) and summing these values for all days above T (threshold). We show that the relationship between summer mortality rates and the DD index is non-linear and can be described by a logarithmic function, with a correlation coefficient of 0.78, which explains 60.6\% of the mortality variance (F value of 24.64, significant at P < 0.0001). Using maximum temperatures, no significant relationship is found with mortality, whereas the EHD frequency shows a significant association with mortality, albeit weaker than that obtained with DD.",10.1007/s00484-005-0005-8,NA,0020-7128,1432-1254,ISI:000234197200005,159-166,"De Miguel, Jesus/0000-0003-1631-7670 Valente, Maria Antonia/0000-0001-8040-0829 Trigo, Ricardo/0000-0002-4183-9852 Diaz, Julio/0000-0003-4282-4959 GARCIA HERRERA, RICARDO FRANCISCO/0000-0002-3845-7458","De Miguel, Jesus/B-8228-2011 Linares Gil, Cristina/F-4695-2016 Valente, Maria Antonia/A-5535-2013 Trigo, Ricardo/B-7044-2008 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000233938100041,article,"Arponen, A and Heikkinen, RK and Thomas, CD and Moilanen, A","The value of biodiversity in reserve selection: Representation, species weighting, and benefit functions",CONSERVATION BIOLOGY,2005,19,6,DEC,n,"The limited availability of resources for conservation has led to the development of many quantitative methods for selecting reserves that aim to maximize The biodiversity value of reserve networks, in published analyses, species are often considered equal, although some are in much greater need of protection than others. Furthermore, representation is usually treated as a threshold a species is either represented or not, but varying levels of representation over or under a given target level are not valued differently. We propose that a higher representation level should also have higher value. We introduce a framework for reserve selection that includes species weights and benefit functions for under- and overrepresentation (number of locations for each species). We applied the method to conservation planning for herb-rich forests in southern Finland. Our use of benefit functions and weighting changed the identity of about 50\% of the selected sites at different funding levels and improved the representation of rare and threatened species. We also identified a small area of additional land that would substantially enhance the existing reserve network. We suggest that benefit functions and species weighting should be considered as standard options in reserve-selection applications.",10.1111/j.1523-1739.2005.00218.x,NA,0888-8892,NA,ISI:000233938100041,2009-2014,"Thomas, Chris/0000-0003-2822-1334 Thomas, Chris/0000-0003-2822-1334 Arponen, Anni/0000-0002-6721-7795","Moilanen, Atte/A-5005-2011 Thomas, Chris/A-1460-2014 Thomas, Chris/A-1894-2012 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000230151800002,article,"Bhattacharyya, S and Bhattacharya, DK",A new approach to pest management problem,JOURNAL OF BIOLOGICAL SYSTEMS,2005,13,2,JUN,n,"The paper deals with the effect of pesticide on the pest affecting a paddy field and also on the fishes living in the soil water. An objective function is formed in terms of projected loss of individual fish, the projected profit of killing a pest and the cost of spraying insecticide for a finite time period. Next the corresponding pest management model is formed by considering the growth equations of paddy, pest, and fish of the soil water. The model is analyzed by control theoretic means to determine the threshold limits of pesticide to be used. Lastly, the optimal value of pesticide is obtained. It is shown that the optimal value lies within the threshold limits. Finally corresponding to this optimal threshold value of pesticide, the optimal values of the biomass of paddy and that of the fish of the soil water are also obtained. The results are finally verified numerically by special choice of parameters compatible with the model.",10.1142/S0218339005001422,NA,0218-3390,1793-6470,ISI:000230151800002,117-130,NA,NA,"Workshop and Conference on Differential Equations in Biology and Medicine, Bedlewo, POLAND, SEP 29-OCT 03, 2003",NA,NA,NA,NA,NA,NA
X.ISI.000188974000002,article,"Wang, SC and Marshall, CR",Improved confidence intervals for estimating the position of a mass extinction boundary,PALEOBIOLOGY,2004,30,1,WIN,n,"Marshall (1995) used the distribution of the endpoints of 50\% range extensions added to the stratigraphic ranges of individual taxa to bracket the position of an extinction boundary. Here we describe two improvements to Marshall's method. First, we show that more precise estimates of the position of such a boundary may be obtained using range extensions with confidence levels of less than 50\% (e.g., 20\%). Second, we introduce a new method of calculating confidence intervals that explicitly takes into account the position of the highest fossil find. Incorporating these improvements leads to confidence intervals for simulated data sets that are approximately four times more precise than those obtained by using Marshall's (1995) original method and approximately twice as precise as those using other published methods. We provide a look-up table that shows for different numbers of taxa the confidence level that should be used to maximize the precision of the estimated position of the extinction boundary, while ensuring that the boundary still lies within the stratigraphic interval bounded by at least one range extension. Unlike some other methods, our method is nonparametric and does not make the restrictive assumption of uniform preservation and recovery potential. We apply the method to Macellari's (1986) ammonite data from the late Cretaceous of Seymour Island, Antarctica.",10.1666/0094-8373(2004)030<0005:ICIFET>2.0.CO;2,NA,0094-8373,NA,ISI:000188974000002,18-May,"Wang, Steve/0000-0002-8953-285X",NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000189394100005,article,"Hall, O and Hay, GJ and Bouchard, A and Marceau, DJ",Detecting dominant landscape objects through multiple scales: An integration of object-specific methods and watershed segmentation,LANDSCAPE ECOLOGY,2004,19,1,NA,n,"Complex systems, such as landscapes, are composed of different critical levels of organization where interactions are stronger within levels than among levels, and where each level operates at relatively distinct time and spatial scales. To detect significant features occurring at specific levels of organization in a landscape, two steps are required. First, a multiscale dataset must be generated from which these features can emerge. Second, a procedure must be developed to delineate individual image-objects and identify them as they change through scale. In this paper, we introduce a framework for the automatic definition of multiscale landscape features using object-specific techniques and marker-controlled watershed segmentation. By applying this framework to a high-resolution satellite scene, image-objects of varying size and shape can be delineated and studied individually at their characteristic scale of expression. This framework involves three main steps: 1) multiscale dataset generation using an object-specific analysis and upscaling technique, 2) marker-controlled watershed transformation to automatically delineate individual image-objects as they evolve through scale, and 3) landscape feature identification to assess the significance of these image-objects in terms of meaningful landscape features. This study was conducted on an agro-forested region in southwest Quebec, Canada, using IKONOS satellite data. Results show that image-objects tend to persist within one or two scale domains, and then suddenly disappear at the next, while new image-objects emerge at coarser scale domains. We suggest that these patterns are associated to sudden shifts in the entire image structure at certain scale domains, which may correspond to critical landscape thresholds.",10.1023/B:LAND.0000018371.43447.1f,NA,0921-2973,NA,ISI:000189394100005,59-76,"Hall, Ola/0000-0002-9231-4028",NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000183295600004,article,"Bascompte, J",Extinction thresholds: insights from simple models,ANNALES ZOOLOGICI FENNICI,2003,40,2,NA,n,"There are two types of deterministic extinction thresholds: demographic thresholds such as the Allee effect, and parametric thresholds such as a critical effective colonization rate or a minimum amount of available habitat for metapopulation persistence. I introduce briefly both types of thresholds. First, I discuss the Allee effect in the context of eradication strategies of alien species. Then, I consider an example of parametric threshold: the critical amount of suitable habitat below which a metapopulation goes deterministically extinct. I review how this spatial threshold changes in relation to the level of spatial detail and the complexity of the food web. Since classical metapopulation models assume an infinite number of patches, I proceed by considering how the extinction threshold is affected by environmental variability acting on a small number of patches. Finally, I consider recent work suggesting that if the network of connectivity among patches is not random but highly heterogeneous, the extinction threshold may disappear.",NA,NA,0003-455X,NA,ISI:000183295600004,99-114,"Bascompte, Jordi/0000-0002-0108-6411 CSIC, EBD Donana/0000-0003-4318-6602","Bascompte, Jordi/B-7596-2008 CSIC, EBD Donana/C-4157-2011","Conference on Extinction Thresholds, UNIV HELSINKI, DEPT ECOL SYSTEMAT, HELSINKI, FINLAND, SEP 02-05, 2002",NA,NA,NA,NA,NA,NA
X.ISI.000082821400032,article,"Gerber, LR and DeMaster, DP",A quantitative approach to endangered species act classification of long-lived vertebrates: Application to the North Pacific humpback whale,CONSERVATION BIOLOGY,1999,13,5,OCT,n,"The US. Endangered Species Act (ESA) mandates that recovery plans include specific criteria to determine when a species should be removed from the List of Endangered and Threatened Wildlife. To meet this mandate, we developed a new approach to determining classification criteria for long-lived vertebrates The key idea is that endangerment depends on two critical aspects of a population: population size and trends in population size due to intrinsic variability in population growth rates. The way to combine these features is to identify a population size and range of population growth rates (where lambda denotes the annual multiplicative rate of change of a population) above which there is a negligible probability of extinction. To do so, (1) information on the current population size and its variance is specified; (2) available information on vital rates or changes in abundance over time is used to generate a probability distribution for the population's lambda; (3) the lower fifth percentile value for lambda (denoted as lambda((0.05)))is obtained from the frequency distribution of lambda s and (4) if lambda((0.05)) is <1.0, a backwards population trajectory starting at 500 individuals for a period of 10 years is performed and the resulting population size is designated as the threshold for listing a species as endangered, or if lambda((0.05)) is greater than or equal to 1.0, the threshold for endangerment is set at 500 animals. A similar approach can be used to determine the threshold for listing a species as threatened under the ESA. We applied this approach to North Pacific humpback whales (Megaptera novaeangliae) and used Monte Carlo simulations to produce a frequency distribution of lambda s for the whales under three different scenarios. Using lambda((0.05)) it was determined that the best estimates of current abundance for the central population of North Pacific humpback whales were larger than the estimated threshold for endangered status but less than the estimated threshold for threatened status if accepted by the responsible management agency this analysis would be consistent with a recommendation to downlist the central stock of humpback whales to a status of threatened, whereas the status of eastern and western stocks would remain endangered.",10.1046/j.1523-1739.1999.98277.x,NA,0888-8892,1523-1739,ISI:000082821400032,1203-1214,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.A1994NZ88700004,article,"BRUELHEIDE, H and FLINTROP, T",ARRANGING PHYTOSOCIOLOGICAL TABLES BY SPECIES-RELEVE GROUPS,JOURNAL OF VEGETATION SCIENCE,1994,5,3,JUN,n,"A new method of arranging phytosociological tables by species-releve groups (blocks) on the basis of the density of rows and columns (relative species frequency and relative species number) is presented. Each block fulfils a given minimum criterion regarding its density. With a density threshold of e.g. 50 \%, blocks are formed with only those species that are present in at least 50 \% of the block's releves, while at the same time the block's releves comprise at least 50 \% of the block's species. The procedure starts with the complete table and iteratively masks species and releves with the smallest densities. This is performed step by step with species and releves and continues until the given density threshold for all species and releves is exceeded. Without any further parameters other than the minimum density, species-releve groups of gradually decreasing size are formed. Data processing is performed with a computer program (ESPRESSO). The main application of the method is found in an effective pre-sorting of releve data. The blocks formed can be arranged in the final table as desired.",10.2307/3235854,NA,1100-9233,NA,ISI:A1994NZ88700004,311-316,"Bruelheide, Helge/0000-0003-3135-0356","Bruelheide, Helge/G-3907-2013",NA,NA,NA,NA,NA,NA,NA
X.ISI.A1992HR30600003,article,"SAFRAN, P",THEORETICAL-ANALYSIS OF THE WEIGHT-LENGTH RELATIONSHIP IN FISH JUVENILES,MARINE BIOLOGY,1992,112,4,APR,n,"The weight-length relationship in fish juveniles was investigated theoretically, to assess the significance of the allometric factor and the validity of the condition factor; these biological factors often remain undetermined, because most fishery studies have been conducted for commercial-sized and/or adult populations. The exponent b (allometric factor) seemed to be the main parameter, performing a key role in the equation W = aL(b), where W = weight, a is a constant and L = length. The parameters a (condition factor) and K (ponderal index; K = 10(3) W/L3) were judged to be less important in comparative studies, since these parameters were closely correlated with b. It is recommended that the assumed theoretical value of b = 3 not be used in applied ichthyological surveys, since this value was rarely obtained in the studies, and since a much wider range is usually seen. These analyses led to a new working hypothesis - not yet verified - which opens a new approach to understanding the biological significance of the allometric factor. This approach involves the fractal theory (where b may be considered as a fractal dimension equivalent) linked to the theory of saltatory ontogeny {[}where b is a threshold characteristic in the (early) life history of fishes].",10.1007/BF00346171,NA,0025-3162,NA,ISI:A1992HR30600003,545-551,"Safran, Patrick/0000-0002-5440-4719",NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.A1991FD18100003,article,"HOCEVAR, A and SEGULAILIC, A",MODELING RELATION OF 1ST SHOOT EMERGENCE IN VARIOUS TREE SPECIES TO METEOROLOGICAL PARAMETERS IN SLOVENIA,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,1991,34,4,NA,n,"The relation of first shoot emergence in various tree species (birch, beech, oak and spruce) to meteorological parameters was studied on the basis of phenological and meteorological observations at five locations in Slovenia during 1967-1986.  A physical model was developed using tree branch temperature obtained by the energy balance equation.  The gained linear dependence of first shoot emergence on effective tree branch temperature was compared with the results obtained by multiple regression analysis among first shoot emergence, effective temperature, global radiation, wind velocity and precipitation.  A new method was developed to define the proper biological temperature threshold which was used for effective temperature calculations.  Results of the physical model and of the multiple regression analysis are statistically significant and give similar correlations between first shoot emergence and meteorological parameters.",10.1007/BF01041832,NA,0020-7128,NA,ISI:A1991FD18100003,221-225,NA,NA,NA,NA,NA,NA,NA,NA,NA
