internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
40553,Isoodon obesulus,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Isoodon,obesulus,,,,,"(Shaw, 1797)","<p>The taxonomy of the <em>Isoodon obesulus</em> complex has been unsettled. Westerman <em>et al</em>. (2012) concluded that the subspecies <em>I. o. peninsulae</em> was more closely related to <em>I. auratus</em> than <em>I. obesulus</em>, and should be either transferred to that species or raised to a species itself. Following Pope <em>et al</em>. (2001), Zenger <em>et al</em>. (2005) and Westerman <em>et al</em>. (2012), the formerly recognised subspecies <em>I. o. affinis</em> and <em>I. o. nauticus</em> are included here in <em>I. o. obesulus</em>, leaving only one other subspecies, <em>I. o. fusciventer</em> from south-western Australia. We have followed this arrangement. </p>    <p><em>I. o. obesulus</em> (south-eastern Australia) is Near Threatened;</p>  <p><em>I. o. fusciventer</em> (south-western Australia) is Least Concern.</p>"
40554,Perameles nasuta,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Perameles,nasuta,,,,,"É. Geoffroy, 1804",
40602,Atelerix albiventris,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,ERINACEIDAE,Atelerix,albiventris,,,,,"(Wagner, 1841)",
40610,Paraechinus hypomelas,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,ERINACEIDAE,Paraechinus,hypomelas,,,,,"(Brandt, 1836)",Treated by some authors under the genus&#160;<em>Hemiechinus</em>.
40612,Mesechinus dauuricus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,ERINACEIDAE,Mesechinus,dauuricus,,,,,"(Sundevall, 1842)",
40625,Crocidura cyanea,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,cyanea,,,,,"(Duvernoy, 1838)","There are nine subspecies recognised (Heim de Balsac &amp; Meester 1977), of which two occur within the assessment region: <em>C</em>. <em>c</em>. <em>cyanea</em> from northern Namibia to the Western Cape and Free State provinces and Lesotho, and <em>C</em>. <em>c</em>. <em>infumata</em> from parts of the Western and Eastern Cape provinces northwards to KwaZulu-Natal, North West, Gauteng, Limpopo, Mpumalanga provinces, as well as Zimbabwe, northern Botswana and Mozambique. Further research is needed to resolve the taxonomy of this species complex."
40627,Crocidura dsinezumi,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,dsinezumi,,,,,"(Temminck, 1842)",Geographic variation of Japanese populations studied by Motokawa (2003).
40631,Crocidura fuliginosa,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,fuliginosa,,,,,"(Blyth, 1856)",
40633,Crocidura fuscomurina,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,fuscomurina,,,,,"(Heuglin, 1865)","Meester et al. (1986) listed two subspecies: <em>C</em>. <em>f</em>. <em>bicolor</em> (Bocage 1889), occurring in the northern Free State, KwaZulu-Natal, North West, Limpopo, Mpumalanga, and Gauteng provinces, as well as Zimbabwe, Mozambique and north-eastern Botswana; and <em>C</em>. f. <em>woosnami</em> (Dollman 1915) from the southern Free State, northern and central Botswana and northern Namibia. The species known as C. bicolor was shown to be a synonym of <em>C</em>. <em>fuscomurina</em> (Hutterer 1983). The taxonomic status of the lowveld subpopulations in Limpopo and Mpumalanga provinces needs research as they might comprise a different species (R. Hutterer unpubl. data)."
41211,Praomys obscurus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Praomys,obscurus,,,,,"Hutterer &amp; Dieterlen, 1992","Taxonomic revision of <i>Praomys hartwigi</i> split the taxon into <i>P. hartwig</i>i (endemic to Cameroon) and <i>P. obscurus</i> (endemic to Nigeria) (E. van der Straeten pers. comm., June 2002)."
41212,Lemniscomys zebra,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Lemniscomys,zebra,,,,,"(Heuglin, 1864)",<i>Lemniscomys zebra</i> represents a complex of several similar species. Further studies are needed to clarify the taxonomic status of populations currently allocated to this species.
41323,Crocidura hirta,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,hirta,,,,,"Peters, 1852","Four subspecies are listed (Heim de Balsac &amp; Meester 1977), of which two occur in southern Africa: <em>C</em>.<em> c</em>.<em> hirta</em>, found in the wetter eastern areas of the country with annual rainfall over 500 mm, occurring in KwaZulu-Natal, Free State, North West, Mpumalanga and Limpopo provinces, as well as Zimbabwe and Mozambique; while <em>C</em>. <em>h</em>. <em>deserti</em> (the arid variant) occurs in the drier western regions in northern Northern Cape, northern Botswana and north-eastern Namibia (Meester et al. 1986) Further research should resolve the taxonomy of these variants as there may be more than one species across the range"
41327,Crocidura lasiura,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,lasiura,,,,,"Dobson, 1890",
41356,Crocidura sibirica,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,sibirica,,,,,"Dukelsky, 1930",
41357,Crocidura silacea,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,silacea,,,,,"Thomas, 1895","Although there has been some controversy over the validity of this species (Ellerman et al. 1953; Heim de Balsac &amp; Meester 1977), subsequent morphometric studies have supported its status as a species (Meester et al. 1986; Taylor et al. 1994; Taylor &amp; Contrafatto 1996)."
41377,Cryptotis parva,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Cryptotis,parva,,,,,"(Say, 1823)","This species formerly included, as subspecies, Central American <i>Cryptotis orophila</i> and <i>C. tropicalis</i>, which were listed as distinct species by Hutterer (in Wilson and Reeder 2005). Some of the other <i>C. parva</i> subspecies may also be distinct species (Hutterer in Wilson and Reeder 2005)."
41392,Sorex cinereus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,cinereus,,,,,"Kerr, 1792",Several formerly recognized subspecies recently have been regarded as distinct species (for example see van Zyll de Jong 1983). A population in western Washington and adjacent British Columbia was recognized as a distinct species (<i>S. rohweri</i>) by Rausch <i>et al.</i> (2007).
41398,Sorex gracillimus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,gracillimus,,,,,"Thomas, 1907",
41399,Sorex haydeni,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,haydeni,,,,,"Baird, 1857","<i>Sorex haydeni</i> was formerly considered to be a subspecies of <i>S. cinereus</i>, but it has been regarded as a distinct species in recent decades. 
<br>
<br>Recently Brunet <i>et al.</i> (2002) concluded that <i>S. haydeni</i> does not warrant specific status, but Demboski and Cook (2003) found that <i>S. cinereus</i> and <i>S. haydeni</i> do not appear to be sister species and regarded <i>S. haydeni</i> as a valid species. Recent mammal checklists (Baker <i>et al.</i> 2003, Hutterer in Wilson and Reeder 2005) maintain <i>S. haydeni</i> as a distinct species and hence it is included here."
41400,Sorex hoyi,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,hoyi,,,,,"Baird, 1857",Formerly included in the genus <i>Microsorex</i>.
41401,Sorex longirostris,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,longirostris,,,,,"Bachman, 1837","An analysis of skull, dental, and external measurements by Jones <i>et al.</i> (1991) confirmed the differences among the three subspecies (<i>longirostris</i>, <i>eionis</i>, and <i>fisheri</i>). Zones of intergradation between adjacent subspecies have not been well defined. Junge and Hoffman (1981) suggested that <i>fisheri</i> may be a distinct species, but most authors continue to treat <i>fisheri</i> as a subspecies of <i>longirostris</i> (Jones <i>et al.</i> 1992, Hutterer in Wilson and Reeder 1993)."
41403,Sorex merriami,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,merriami,,,,,"Dobson, 1890",
41405,Sorex monticolus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,monticolus,,,,,"Merriam, 1890","There has been disagreement over whether <i>S. monticolus</i> is distinct from <i>S. vagrans</i> at the species level; most recent studies recognize <i>S. monticolus</i> as a distinct species (e.g., Jones <i>et al.</i> 1992, Hutterer in Wilson and Reeder 1993 and 2005, Smith and Belk 1996)."
41406,Sorex nanus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,nanus,,,,,"Merriam, 1895","<em>Sorex nanus</em> apparently diverged only recently from <em>S. tenellus</em> and may not yet be a separate species (George 1988). However, George (1988), Jones <em>et al.</em> (1992), and Hutterer (in Wilson and Reeder 2005) listed <em>nanus</em> and <em>tenellus</em> as separate species."
41408,Sorex ornatus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,ornatus,,,,,"Merriam, 1895",
41412,Sorex portenkoi,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,portenkoi,,,,,"Stroganov, 1956","Originally described as a subspecies of <i>cinereus</i> and treated as such by Yudin (1972) and Okhotina (1977), then included in <i>ugyunak</i> (Ivanitskaya and Kozlovskii 1985), but recently recognized as a distinct species by Zaitsev (1988), and van Zyll de Jong (1991), who, however, pointed out its close relationship to <i>jacksoni</i> and <i>ugyunak</i> (Hutterer in Wilson and Reeder 1993)."
41413,Sorex preblei,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,preblei,,,,,"Jackson, 1922",
41422,Sorex tundrensis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,tundrensis,,,,,"Merriam, 1900",
41423,Sorex ugyunak,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,ugyunak,,,,,"Anderson &amp; Rand, 1945","Formerly included in <i>S. cinereus</i>; and also regarded as a subspecies of <i>S. jacksoni</i> (van Zyll de Jong 1982). Though recognized as distinct at the species level by van Zyll de Jong (1983), van Zyll de Jong (1982) and Jones <i>et al.</i> (1986) conceded that <i>ugyunak</i> may prove to be conspecific with <i>S. jacksoni</i> of St. Lawrence Island, Alaska. Van zyll de Jong (1991), Jones <i>et al.</i> (1992), and Hutterer (in Wilson and Reeder 1993 and 2005) regarded <i>S. jacksoni</i> and <i>S. ugyunak</i> as a distinct species."
41424,Sorex unguiculatus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,unguiculatus,,,,,"Dobson, 1890",
41452,Blarina carolinensis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Blarina,carolinensis,,,,,"(Bachman, 1837)","<i>Blarina carolinensis</i> formerly was regarded as conspecific with <i>B. brevicauda</i>; it was regarded as a distinct species by Jones <i>et al.</i> (1992) and Hutterer (in Wilson and Reeder 1993, 2005). 
<br>
<br>George <i>et al.</i> (1986) stated that <i>B. c. shermani</i> may be an isolated subspecies or a distinct species. Given the extent of morphological differentiation and a paucity of possible hybrids with <i>carolinensis</i>, Benedict <i>et al</i>. (2006) recognized <i>B. shermani</i> as a distinct species.
<br>
<br>Hutterer (in Wilson and Reeder 2005) recognized <i>B. peninsulae</i> as a species distinct from <i>B. carolinensis</i>, based on distinct karyotype and distinct morphology (George <i>et al</i>. 1982, Genoways and Choate 1998) and presence of a contact zone between the two taxa (see Genoways and Benedict, in Wilson and Ruff 1999). However, a morphological study by Benedict <i>et al</i>. (2006) found that <i>carolinensis</i> and <i>peninsulae</i> are not well differentiated and show evidence of intergradation. Benedict <i>et al</i>. (2006) recommended that <i>peninsulae</i> be retained as a subspecies of <i>B. carolinensis</i>."
41453,Blarina hylophaga,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Blarina,hylophaga,,,,,"Elliot, 1899","Treated as a synonym of <i>Blarina brevicauda carolinensis</i> by Hall (1981), who cited Elliot's original spelling as <i>hulophaga</i>. Elliot corrected the original spelling to <i>hylophaga</i> in 1905. George <i>et al.</i> (1981), Jones <i>et al.</i> (1992), and Hutterer (in Wilson and Reeder 2005) regarded <i>B. hylophaga</i> as a distinct species. 
<br>
<br><i>Blarina brevicauda</i> and <i>B. hylophaga</i> may hybridize in narrow contact zones, but genetic exchange appears to be limited (Benedict 1999)."
41456,Notiosorex crawfordi,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Notiosorex,crawfordi,,,,,"(Coues, 1877)","In the past there was one wide ranging species, <i>Notiosorex crawfordi</i>. Now four species are recognized in the genus: <i>crawfordi</i>, <i>cockrumi</i>, <i>evotis</i> and <i>villai</i> (Carraway and Timm 2000)."
41468,Neurotrichus gibbsii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Neurotrichus,gibbsii,,,,,"(Baird, 1858)",
41469,Parascalops breweri,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Parascalops,breweri,,,,,"(Bachman, 1842)",
41471,Scalopus aquaticus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scalopus,aquaticus,,,,,"(Linnaeus, 1758)",
41473,Scapanus latimanus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scapanus,latimanus,,,,,"(Bachman, 1842)","<i>Scapanus anthonyi</i> is sometimes considered a separate species, but is here included within <i>Scapanus latimanus</i> following Hutterer (2005)."
41474,Scapanus orarius,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scapanus,orarius,,,,,"True, 1896",Verts and Carraway (1998) state that a taxonomic revision of the species is warranted.
41476,Scaptochirus moschatus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scaptochirus,moschatus,,,,,"Milne-Edwards, 1867",
42451,Ammospermophilus interpres,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Ammospermophilus,interpres,,,,,"(Merriam, 1890)",
42453,Cynomys gunnisoni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Cynomys,gunnisoni,,,,,"(Baird, 1855)",
42457,Marmota flaviventris,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Marmota,flaviventris,,,,,"(Audubon &amp; Bachman, 1841)",
42458,Marmota monax,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Marmota,monax,,,,,"(Linnaeus, 1758)",
42569,Neotamias amoenus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Neotamias,amoenus,,,,,"(J.A. Allen, 1890)",
42572,Neotamias minimus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Neotamias,minimus,,,,,"(Bachman, 1839)",
42582,Neotamias speciosus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Neotamias,speciosus,,,,,"(Merriam, 1890)",
42588,Geomys bursarius,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,GEOMYIDAE,Geomys,bursarius,,,,,"(Shaw, 1800)","The phylogenetic relationships of <i>Geomys</i> in general and of <i>G. bursarius</i> in particular are complex and uncertain (Zimmerman, in Wilson and Ruff 1999). Several taxa that formerly were considered to be subspecies of <i>G. bursarius</i> are now recognized as distinct species (<i>G. attwateri, G. arenarius, G. breviceps, G. knoxjonesi, G. texensis</i>).
<br>
<br>Subspecies <i>lutescens</i> was regarded as a distinct species by Heaney and Timm (1983, 1985) and Jolley <i>et al.</i> (2000), but <i>lutescens</i> was regarded as a subspecies by Burns <i>et al</i>. (1985), Elrod <i>et al</i>. (2000), and Patton (in Wilson and Reeder 2005). 
<br>
<br>At a contact zone in eastern New Mexico, Baker <i>et al</i>. (1989) found that <i>major</i> and <i>knoxjonesi</i> are functioning as biological species with gene pools that are effectively isolated (restricted gene flow). Block and Zimmerman (1991) recognized <i>knoxjonesi</i> as a distinct species. After studying mitochondrial RNA, Jolley <i>et al</i>. (2000) determined that <i>G. knoxjonesi</i> and <i>G. arenarius</i> appeared to be different lineages within <i>Geomys</i>, but state that ""further investigation of <i>G. knoxjonesi</i> and <i>G. b. major</i> are warranted."" Baker <i>et al</i>. (2003), and Patton (in Wilson and Reeder 2005) regarded <i>knoxjonesi</i> as a distinct species, whereas <i>major</i> was recognized as a subspecies of <i>G. bursarius</i> (Patton, in Wilson and Reeder 2005).
<br>
<br>Block and Zimmerman (1991) analyzed allozymic evidence and found that the taxa formerly known as <i>G. b. texensis</i> and <i>G. b. llanensis</i> are a single genetic entity (regarded as <i>Geomys texensis</i>) that is specifically distinct from <i>Geomys bursarius</i>.
<br>
<br>Elrod <i>et al</i>. (2000) determined that isolated populations in the Ozark Mountains are genetically and morphologically divergent. They described those populations as a new subspecies (<i>G. b. ozarkensis</i>)."
42589,Geomys pinetis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,GEOMYIDAE,Geomys,pinetis,,,,,"Rafinesque, 1817","Laerm (1981) and Hall (1981) regarded subspecies <i>cumberlandius</i> of Cumberland Island, Georgia, as a distinct species, but Baker <i>et al.</i> (2003) and Patton (in Wilson and Reeder 1993, 2005) did not. Baker <i>et al.</i> and Patton also did not follow Hall (1981) in treating <i>colonus</i> and <i>fontanelus</i> as species distinct from <i>G. pinetis</i>."
42597,Thomomys talpoides,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,GEOMYIDAE,Thomomys,talpoides,,,,,"(Richardson, 1828)","This species previously included <i>T. idahoensis</i> and <i>T. clusius</i> as subspecies. Considerable chromosomal differentiation in different parts of the range suggests that more than one biological species is currently included under the name <i>T. talpoides</i> (Thaeler 1985; Patton, in Wilson and Reeder 1993, 2005)."
42598,Thomomys townsendii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,GEOMYIDAE,Thomomys,townsendii,,,,,"(Bachman, 1839)","Limited hybridization with <i>T. bottae</i> occurs in northeastern California. Included in <i>T. umbrinus</i> by Hall (1981). Regarded as a distinct species by Jones <i>et al.</i> (1992), Baker <i>et al</i>. (2003), and Patton (in Wilson and Reeder 1993, 2005). Patton and Smith (1994) examined mtDNA and electrophoretic data for <i>T. bottae</i> and <i>T. townsendii</i> and found a variation pattern that made ""strict adherence to any species concept in the objective recognition of evolutionary units within this complex...difficult at best."""
42599,Dipodomys californicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,HETEROMYIDAE,Dipodomys,californicus,,,,,"Merriam, 1890","Formerly included as a subspecies of <i>D. heermanni</i> (Hall 1981), but differs enough in chromosomal and biochemical characteristics to warrant species status (Patton <i>et al</i>. 1976). Baker <i>et al.</i> (2003) and Patton (in Wilson and Reeder 2005) recognized <i>D. californicus</i> as a distinct species."
42608,Perognathus fasciatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,HETEROMYIDAE,Perognathus,fasciatus,,,,,"Wied-Neuwied, 1839",
42610,Perognathus parvus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,HETEROMYIDAE,Perognathus,parvus,,,,,"(Peale, 1848)",<i>Perognathus xanthonotus</i> is here regarded as a subspecies of <i>P. parvus</i>. Williams <i>et al.</i> (1993) and Jones <i>et al</i>. (1997) concluded that <i>xanthonotus</i> does not warrant recognition as a distinct species. Patton (in Wilson and Reeder 2005) included <i>xanthonotus</i> as a subspecies of <i>P. parvus</i>.
42613,Zapus hudsonius,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DIPODIDAE,Zapus,hudsonius,,,,,"(Zimmermann, 1780)","Recent morphological, mtDNA and microsatellite DNA investigation by Ramey <i>et al.</i> (2005) suggests that the classification of <i>Z. h. preblei</i> as a subspecies is not valid. However, King <i>et al.</i> (2006) refute these findings and argue for the continued classification as subspecies.
<br>
<br>Previously subspecies <i>luteus</i> was included in <i>Z. princeps</i>; Hafner <i>et al.</i> (1981) showed that <i>luteus</i> represents <i>Z. hudsonius</i>. Hoffmeister (1986) noted that <i>luteus</i> has diverged greatly from populations of <i>Z. hudsonius</i> to the north and briefly questioned their conspecificity."
42614,Zapus princeps,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DIPODIDAE,Zapus,princeps,,,,,"Allen, 1893","Previously, <i>Zapus hudsonius luteus</i> was included in <i>Z. princeps</i>; Hafner<i>et al.</i> (1981) showed that <i>luteus</i> represents <i>Zapus hudsonius.</i>"
42618,Dicrostonyx groenlandicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Dicrostonyx,groenlandicus,,,,,"(Traill, 1823)","<i>Dicrostonyx</i> taxonomy is complex and not well resolved. The complex was regarded as part a single circumpolar species, <i>D. torquatus</i>, until the 1970s when karyological and breeding studies indicated the possible existence of a superspecies complex among North American <i>Dicrostonyx</i> (Rausch and Rausch 1972, Rausch 1977; see also Krohne 1982). Former subspecies occurring in western Canada and Alaska were recognized as separate species based mainly on karyotypes (Rausch and Rausch 1972; Rausch 1977; Krohne 1982; Honacki <i>et al</i>. 1982; Jones <i>et al</i>. 1986, 1992). Musser and Carleton (in Wilson and Reeder 2005) reviewed these and subsequent studies and recognized eight <i>Dicrostonyx</i> species, six of which (<i>groenlandicus, hudsonius, nelsoni, nunatakensis, richardsoni</i>, and <i>unalascensis</i>) occur in North America; and this is the taxonomy adopted here. Baker <i>et al.</i> (2003) recognized <i>D. exsul, D. kilangmiutak</i>, and <i>D. rubricatus</i> as species, but Musser and Carleton recognized <i>exsul</i> as a synonym of <i>D. nelsoni</i>, and <i>kilangmiutak</i> and <i>rubricatus</i> were treated as synonyms of <i>D. groenlandicus</i>."
42619,Dicrostonyx hudsonius,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Dicrostonyx,hudsonius,,,,,"(Pallas, 1778)","<i>Dicrostonyx</i> taxonomy is complex and not well resolved. The complex was regarded as part a single circumpolar species, <i>D. torquatus</i>, until the 1970s when karyological and breeding studies indicated the possible existence of a superspecies complex among North American <i>Dicrostonyx</i> (Rausch and Rausch, 1972; Rausch, 1977; see also Krohne, 1982). Former subspecies occurring in western Canada and Alaska were recognized as separate species based mainly on karyotypes (Rausch and Rausch, 1972; Rausch, 1977; Krohne, 1982; Honacki <i>et al</i>., 1982; Jones <i>et al</i>., 1986, 1992). Musser and Carleton (in Wilson and Reeder 2005) reviewed these and subsequent studies and recognized eight <i>Dicrostonyx</i> species, six of which (<i>groenlandicus, hudsonius, nelsoni, nunatakensis, richardsoni</i>, and <i>unalascensis</i>) occur in North America; and this is the taxonomy adopted here. Baker <i>et al.</i> (2003) recognized <i>D. exsul, D. kilangmiutak</i>, and <i>D. rubricatus</i> as species, but Musser and Carleton recognized <i>exsul</i> as a synonym of <i>D. nelsoni</i>, and <i>kilangmiutak</i> and <i>rubricatus</i> were treated as synonyms of <i>D. groenlandicus</i>."
42622,Dicrostonyx richardsoni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Dicrostonyx,richardsoni,,,,,"Merriam, 1900","This species formerly was recognized as a subspecies of <i>D. groenlandicus</i>. <i>Dicrostonyx</i> taxonomy is complex and not well resolved. The complex was regarded as part a single circumpolar species, <i>D. torquatus</i>, until the 1970s when karyological and breeding studies indicated the possible existence of a superspecies complex among North American <i>Dicrostonyx</i> (Rausch and Rausch, 1972; Rausch, 1977; see also Krohne, 1982). Former subspecies occurring in western Canada and Alaska were recognized as separate species based mainly on karyotypes (Rausch and Rausch, 1972; Rausch, 1977; Krohne, 1982; Honacki <i>et al</i>., 1982; Jones <i>et al</i>., 1986, 1992). Musser and Carleton (in Wilson and Reeder 2005) reviewed these and subsequent studies and recognized eight <i>Dicrostonyx</i> species, six of which (<i>groenlandicus, hudsonius, nelsoni, nunatakensis, richardsoni</i>, and <i>unalascensis</i>) occur in North America; this is the taxonomy adopted here. Baker <i>et al.</i> (2003) recognized <i>D. exsul, D. kilangmiutak</i>, and <i>D. rubricatus</i> as species, but Musser and Carleton recognized <i>exsul</i> as a synonym of <i>D. nelsoni</i>, and <i>kilangmiutak</i> and <i>rubricatus</i> were treated as synonyms of <i>D. groenlandicus</i>."
42624,Lemmiscus curtatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Lemmiscus,curtatus,,,,,"(Cope, 1868)",Will be transferred to family Cricetidae.
42627,Microtus longicaudus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,longicaudus,,,,,"(Merriam, 1888)","Subspecies <i>coronarius</i> previously was (and by some recent authors still is) regarded as a distinct species; it was recognized as a subspecies or synonym of <i>M. longicaudus</i> by Jones <i>et al.</i> (1992), Baker <i>et al</i>. (2003), and Musser and Carleton (in Wilson and Reeder 1993, 2005). Extensive karyotypic and molecular variation suggests the need for further taxonomic investigation (Musser and Carleton)."
42629,Microtus miurus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,miurus,,,,,"Osgood, 1901","Previously synonymized with <i>M. gregalis</i>, but <i>M. miurus</i> clearly is a distinct species (see Musser and Carleton, in Wilson and Reeder 1993, 2005)."
42631,Microtus ochrogaster,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,ochrogaster,,,,,"(Wagner, 1842)","Includes <i>M. o. ludovicianus</i>, an isolated (and apparently extinct) form previously regarded as a distinct species. Subspecies <i>minor</i> exhibits strong morphometric segregation from other <i>M. ochrogaster</i> and merits further examination of its taxonomic status (Musser and Carleton, in Wilson and Reeder 1993, 2005)."
42632,Microtus oregoni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,oregoni,,,,,"(Bachman, 1839)",
42634,Microtus richardsoni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,richardsoni,,,,,"(DeKay, 1842)",
42636,Phenacomys intermedius,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Phenacomys,intermedius,,,,,"Merriam, 1889","There is uncertainty about the taxonomic status of <i>Phenacomys ungava</i>. In recent decades, most authors have regarded <i>ungava</i> as a subspecies of <i>P. intermedius</i>. Musser and Carleton (in Wilson and Reeder 1993, 2005) noted the present validity of earlier statements that the relationship between <i>intermedius</i> and <i>ungava</i> needs further detailed study; nevertheless, they listed <i>P. ungava</i> as a separate species. Jones <i>et al.</i> (1997), Baker <i>et al.</i> (2003), and George (in Wilson and Ruff 1999) also recognized <i>ungava</i> as a distinct species."
42639,Synaptomys cooperi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Synaptomys,cooperi,,,,,"Baird, 1858","Wilson and Choate (1997) examined morphological variation in populations in Arkansas, Iowa, Illinois, Kansas, Missouri, Nebraska, and South Dakota and found that variation was largely clinal, with only minor steps in clinal variation in cranial morphology. Because of small sample sizes, they recommended retention of currently recognized subspecies until genetic data are available."
42648,Pseudomys chapmani,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Pseudomys,chapmani,,,,,"Kitchener, 1980",
